band_number,year,sex,colour,wing_chord,wing_flat,tail,p_9,weight,date,nest_box,clutch_size,clutch_number,no_of_young_fledged,number_hatch,location
2401.77223,2012,F,BLU,116,117,59,89,21.8,2012-05-30,SL72,6,1,6,6,SL
2401.77224,2012,F,BLU,119,120,58,94,22,2012-05-30,SL13,7,1,7,7,SL
2401.77225,2012,F,BLU,115,117,57,91,21.3,2012-05-30,SL73,6,1,6,6,SL
2401.77226,2012,M,BLU,116,119,53,88,21.1,2012-05-30,SL39,5,1,2,5,SL
2401.77227,2012,M,BLU,115,117,52,89,20.6,2012-05-30,SL60,6,1,5,5,SL
2401.77228,2012,F,BLU,116,118,52,91,22.2,2012-05-31,SL09,5,1,4,4,SL
2401.77229,2012,M,BLU,118,119,59,104,20.7,2012-06-02,MC53,5,1,5,5,MC
2401.77231,2012,M,BLU,116,118,53,89,21,2012-06-02,MC58,5,1,5,5,MC
2401.77232,2012,M,BLU,117,122,56,93,22.7,2012-06-03,SL48,5,1,3,4,SL
2401.77233,2012,M,BLU,117,120,55,92,21.3,2012-06-03,SL44,7,1,5,6,SL
2401.77234,2012,F,BLU,110,114,51,90,20.2,2012-06-03,SL48,5,1,3,4,SL
2401.77235,2012,M,BLU,112,118,54,94,22,2012-06-03,SL47,6,1,5,5,SL
2401.77236,2012,F,BLU,113,116,53,88,21.7,2012-06-03,SL44,7,1,5,6,SL
2401.77237,2012,F,BLU,108,113,58,87,19.5,2012-06-03,SL42,6,1,6,6,SL
2401.77238,2012,M,BLU,116,119,55,89,20.1,2012-06-03,SL41,5,1,5,5,SL
2401.77239,2012,M,BLU,120,123,57,96,21.8,2012-06-03,SL26,6,1,6,6,SL
2401.77239,2012,M,BLU,120,123,57,96,21.8,2012-06-03,SL26,6,1,6,6,SL
2401.77239,2012,M,BLU,122,125,60,97,20.4,2012-06-09,SL26,6,1,6,6,SL
2401.77239,2012,M,BLU,122,125,60,97,20.4,2012-06-09,SL26,6,1,6,6,SL
2401.7724,2012,M,BLU,118,119,57,90,20.7,2012-06-04,SL58,6,1,0,6,SL
2401.77241,2012,F,BLU,115,116,56,94,19.5,2012-06-04,SL03,6,1,5,5,SL
2401.77242,2012,M,BLU,119,121,55,95,20.8,2012-06-04,SL24,6,1,3,5,SL
2401.77243,2012,M,BLU,117,119,58,95,20.5,2012-06-04,SL07,6,1,6,6,SL
2401.77244,2012,F,BLU,110,111,56,87,18.7,2012-06-05,SL34,6,1,6,6,SL
2401.77245,2012,M,BLU,119,121,56,95,21.5,2012-06-05,SL27,6,1,5,5,SL
2401.77246,2012,F,BLU,115,118,59,95,21.3,2012-06-05,SL71,6,1,6,6,SL
2401.77249,2012,M,BLU,115,117,56,94,20.5,2012-06-07,SL64,4,1,3,4,SL
2401.7725,2012,M,BLU,115,117,55,96,22.5,2012-06-07,SL10,5,1,4,4,SL
2401.77251,2012,F,BLU,111,113,55,89,21.1,2012-06-07,SL02,7,1,7,7,SL
2401.77252,2012,F,BLU,115,117,55,92,20.3,2012-06-07,SL59,7,1,4,4,SL
2401.77253,2012,M,BLU,112,115,55,90,19.3,2012-06-08,SL78,6,1,6,6,SL
2401.77254,2012,M,BLU,117,118,57,95,20.7,2012-06-08,SL77,6,1,6,6,SL
2401.77255,2012,F,BLU,111,114,54,89,19.6,2012-06-09,SL43,5,1,1,1,SL
2401.77256,2012,M,BLU,116,119,54,92,19,2012-06-09,SL59,7,1,4,4,SL
2401.77259,2012,M,BLU,110,116,56,87,19.1,2012-06-15,SL31,6,1,5,5,SL
2401.77261,2012,M,BLU,117,121,56,94,19.9,2012-06-16,MC45,6,1,2,4,MC
2401.77262,2012,F,INT,110,113,54,87,18,2012-06-16,MC45,6,1,2,4,MC
2401.77263,2012,M,BLU,118,121,57,94,20.4,2012-06-16,MC72,5,1,5,5,MC
2401.77264,2012,F,BLU,114,117,57,89,18.7,2012-06-16,MC69,5,1,4,5,MC
2401.77268,2012,F,BLU,109,111,54,84,19.3,2012-06-30,MC50,5,1,5,5,MC
2401.77269,2012,M,BLU,115,118,57,95,20.1,2012-06-30,MC50,5,1,5,5,MC
2401.77523,2011,M,BLU,116,118,53,92,19.2,2011-06-17,SL66,6,1,2,5,SL
2401.77523,2012,M,BLU,118,119,53,93,20.1,2012-06-09,SL66,6,1,6,6,SL
2401.77543,2012,M,BLU,119,122,62,96,19.7,2012-06-14,MC07,4,1,3,4,MC
2401.77578,2012,M,BLU,115,116,53,91,19.9,2012-06-09,MC18,5,1,3,3,MC
2401.77598,2012,M,BLU,117,119,57,94,19.8,2012-06-04,MC34,3,1,3,3,MC
2401.77639,2011,M,BLU,116,119,56,92,19.8,2011-06-14,MC12,5,1,4,4,MC
2401.77639,2012,M,BLU,112,114,57,88,20.5,2012-06-14,MC05,5,1,2,2,MC
2401.77683,2012,M,BLU,127,130,57,100,22.5,2012-06-02,MC64,6,1,2,6,MC
2401.77777,2011,M,BLU,115,117,56,94,18.3,2011-06-15,SL67,5,1,3,3,SL
2401.77777,2012,M,BLU,123,124,51,99,20.2,2012-06-02,SL67,6,1,3,4,SL
2401.77842,2012,M,BLU,120,122,59,92,20,2012-06-14,MC69,5,1,4,5,MC
2401.7785,2011,F,BRO,107,109,53,84,18.7,2011-06-13,MC22,4,1,2,4,MC
2401.77884,2012,M,BLU,119,120,60,95,21.5,2012-06-14,MC14,2,1,1,1,MC
2401.77963,2012,F,BLU,113,115,56,91,19.9,2012-05-31,MC52,4,1,4,4,MC
2401.78048,2011,M,BLU,122,124,58,94,21.51,2011-06-12,PT12J,7,1,3,3,PT
2401.78048,2012,M,BLU,121,126,58,100,20.3,2012-06-02,PT12J,6,1,6,6,PT
2401.78049,2012,F,BLU,123,126,57,93,19.67,2012-06-04,PT13J,7,1,6,6,PT
2401.7805,2011,F,BLU,115,117,57,94,21.51,2011-06-13,PT11J,6,1,5,6,PT
2401.78051,2011,M,BLU,117,120,54,93,20.09,2011-06-13,PT11J,6,1,5,6,PT
2401.78051,2012,M,BLU,119,121,53,94,20.35,2012-06-02,PT11J,6,1,5,5,PT
2401.78052,2011,F,INT,110,112,52,85,19.54,2011-06-13,PT11K,5,1,5,5,PT
2401.78052,2012,F,BLU,112,115,50,89,19.97,2012-06-02,PT11J,6,1,5,5,PT
2401.78053,2011,M,BLU,119,121,54,93,21.92,2011-06-13,PT09H,6,1,6,6,PT
2401.78053,2012,M,BLU,116,119,51,92,22.02,2012-06-02,PT09H,7,1,6,6,PT
2401.78056,2011,F,BLU,110,112,52,86,22.09,2011-06-13,PT05G,6,1,4,4,PT
2401.78056,2012,F,BLU,110,114,53,92,19.2,2012-06-02,PT08G,6,1,5,5,PT
2401.78057,2011,F,BLU,113,115,54,90,20.49,2011-06-13,PT19F,6,1,1,5,PT
2401.78058,2011,F,INT,116,118,59,92,20.92,2011-06-14,PT16I,6,1,0,2,PT
2401.78058,2011,F,INT,116,118,59,92,20.92,2011-06-14,PT03J,5,1,0,3,PT
2401.78058,2011,F,INT,116,118,59,92,21.02,2011-06-14,PT16I,6,1,0,2,PT
2401.78058,2011,F,INT,116,118,59,92,21.02,2011-06-14,PT03J,5,1,0,3,PT
2401.78059,2011,F,BLU,116,118,58,91,20.64,2011-06-14,PT05J,4,1,2,2,PT
2401.7806,2011,M,BLU,116,118,57,95,21.16,2011-06-14,PT03J,5,1,0,3,PT
2401.7806,2012,M,BLU,118,122,59,95,21.1,2012-06-02,PT03J,5,1,4,4,PT
2401.78061,2011,F,BLU,116,118,53,92,24.18,2011-06-14,PT13J,6,1,3,4,PT
2401.78062,2011,F,BLU,110,112,54,88,20.06,2011-06-14,PT11I,6,1,5,5,PT
2401.78062,2012,F,BLU,112,115,52,88,19.9,2012-05-31,PT10K,6,1,6,6,PT
2401.78064,2011,F,BLU,110,112,53,86,20.71,2011-06-14,PT04G,6,1,5,5,PT
2401.78064,2012,F,BLU,112,115,54,89,20.98,2012-06-04,PT09H,7,1,6,6,PT
2401.78065,2011,M,BLU,114,117,54,91,19.2,2011-06-15,PT01J,6,1,4,5,PT
2401.78066,2011,M,BLU,116,119,56,90,18.9,2011-06-16,PT14H,6,1,0,5,PT
2401.78067,2011,M,BLU,114,117,56,90,18.8,2011-06-16,PT10H,6,1,5,5,PT
2401.78068,2011,F,INT,110,113,54,85,18.5,2011-06-17,PT12G,6,1,0,6,PT
2401.78068,2012,F,BLU,115,117,57,89,21.1,2012-06-08,PT12G,7,1,6,6,PT
2401.78069,2011,F,BLU,112,117,56,88,18.5,2011-06-17,PT18G,11,2,11,11,PT
2401.78071,2011,M,BLU,115,117,55,91,19,2011-06-17,PT18G,11,2,11,11,PT
2401.78072,2011,F,INT,112,114,56,89,20.5,2011-06-19,PT15G,5,1,4,5,PT
2401.78072,2012,F,BLU,114,117,57,92,21.99,2012-06-05,PT14F,5,1,4,4,PT
2401.78073,2012,M,BLU,121,123,56,94,20.3,2012-06-09,PT06J,6,1,4,5,PT
2401.78078,2011,M,BLU,116,117,53,90,19.5,2011-06-20,PT12I,5,1,3,3,PT
2401.78079,2011,F,BLU,113,115,57,89,20.1,2011-06-20,PT19E,12,1,3,10,PT
2401.7808,2011,F,BLU,120,124,54,86,20.4,2011-06-20,PT12I,5,1,3,3,PT
2401.7808,2012,F,BLU,112,115,54,89,20.93,2012-06-05,PT13H,6,1,5,5,PT
2401.78081,2011,M,BLU,116,119,57,90,19.5,2011-06-20,PT10G,7,1,5,6,PT
2401.78081,2012,M,BLU,117,119,55,93,20.63,2012-06-04,PT10G,7,1,6,6,PT
2401.78082,2011,F,INT,117,119,58,91,20.6,2011-06-20,PT10G,7,1,5,6,PT
2401.78083,2011,F,BLU,114,117,55,89,20.4,2011-06-20,PT12H,6,1,4,4,PT
2401.78083,2012,F,BLU,116,119,55,94,20.3,2012-06-02,PT08K,7,1,7,7,PT
2401.78084,2011,M,BLU,115,117,55,90,20.9,2011-06-20,PT13H,6,1,5,5,PT
2401.78084,2011,M,BLU,115,117,55,90,20.9,2011-06-20,PT12H,6,1,4,4,PT
2401.78085,2011,F,BLU,112,116,56,87,20.8,2011-06-20,PT16J,7,1,6,6,PT
2401.78085,2012,F,BLU,118,120,55,92,21,2012-06-07,PT16J,6,1,5,5,PT
2401.78086,2011,M,BLU,120,124,54,95,22.2,2011-06-21,PT16F,6,1,1,6,PT
2401.78086,2012,M,BLU,123,126,59,99,21.85,2012-06-06,PT15F,6,1,5,5,PT
2401.78088,2012,F,BLU,114,117,51,92,21.4,2012-05-31,PT02J,6,1,6,6,PT
2401.78089,2012,F,BLU,113,117,55,90,21.2,2012-06-02,PT04J,7,1,7,7,PT
2401.7809,2012,F,BLU,113,115,51,92,25.62,2012-06-02,PT12J,6,1,6,6,PT
2401.78091,2012,M,BLU,122,127,58,102,19.94,2012-06-02,PT10I,6,1,6,6,PT
2401.78092,2012,M,BLU,120,121,56,97,21.96,2012-06-02,PT19F,7,1,7,7,PT
2401.78093,2012,F,BLU,116,119,55,94,23.02,2012-06-02,PT14H,6,1,6,6,PT
2401.78094,2012,F,BLU,111,114,50,88,21.28,2012-06-02,PT16H,6,1,5,6,PT
2401.78095,2012,M,BLU,117,119,54,90,20.1,2012-06-14,PT18E,6,1,6,6,PT
2401.78095,2012,M,BLU,114,119,55,92,21.5,2012-06-02,PT18E,6,1,6,6,PT
2401.78096,2012,F,BLU,119,121,57,97,22.1,2012-06-02,PT05G,6,1,5,5,PT
2401.78097,2012,F,BLU,113,116,54,90,21.4,2012-06-04,PT05J,5,1,4,5,PT
2401.78098,2012,F,BLU,112,116,55,90,20.29,2012-06-04,PT12I,7,1,5,6,PT
2401.78099,2012,F,BLU,116,120,58,92,22.53,2012-06-04,PT12H,6,1,6,6,PT
2401.781,2012,F,BLU,114,116,56,92,19.8,2012-06-04,PT15H,6,1,5,5,PT
2401.78143,2012,M,BLU,118,121,55,90,19.2,2012-06-12,PT16J,6,1,5,5,PT
2401.78144,2012,F,BRN,112,115,51,87,19.9,2012-06-10,PT07G,5,1,3,3,PT
2401.78145,2012,M,BLU,118,120,56,92,20.9,2012-06-07,PT11I,7,1,3,3,PT
2401.78329,2012,F,BLU,113,116,54,90,20.03,2012-06-04,PT15G,7,1,6,6,PT
2401.78331,2012,F,BLU,117,119,55,94,24.39,2012-06-04,PT09F,7,1,6,6,PT
2401.78333,2012,M,BLU,125,127,59,97,20.9,2012-06-07,PT14I,7,1,6,6,PT
2401.78334,2012,M,BLU,118,121,57,94,21.9,2012-06-07,PT15J,6,1,5,6,PT
2401.78335,2012,M,BLU,115,117,52,94,19.2,2012-06-08,PT16F,7,1,6,6,PT
2401.78336,2012,F,BLU,117,120,52,92,21.4,2012-06-08,PT19E,6,1,5,5,PT
2401.78337,2012,M,BLU,120,122,58,94,21,2012-06-08,PT19E,6,1,5,5,PT
2401.78338,2012,M,BLU,116,119,54,91,21.3,2012-06-08,PT18G,5,1,5,5,PT
2401.78339,2012,F,BLU,115,118,54,91,21.3,2012-06-08,PT18G,5,1,5,5,PT
2401.7834,2012,M,BLU,125,128,60,100,20.6,2012-06-09,PT07K,6,1,6,6,PT
2401.78341,2012,F,BLU,120,123,55,93,21.1,2012-06-09,PT06J,6,1,4,5,PT
2401.78343,2012,M,BLU,117,119,54,91,21.2,2012-06-09,PT14J,6,1,6,6,PT
2401.78578,2012,F,BLU,120,121,55,92,21.8,2012-06-14,PT12G,7,1,6,6,PT
2401.78578,2012,F,BRN,115,117,56,89,18.8,2012-06-15,PT12G,7,1,6,6,PT
2401.79845,2011,M,BLU,116,119,56,90,19.2,2011-06-17,PT14G,7,1,7,7,PT
2401.79845,2011,M,BLU,118,120,60,92,21.57,2011-06-14,PT14G,7,1,7,7,PT
2401.80038,2012,M,BLU,113,117,53,88,21.5,2012-06-03,SL30,7,1,6,6,SL
2401.801,2012,F,INT,114,115,53,91,20,2012-06-06,MC37,5,1,4,5,MC
2401.80114,2012,M,BLU,108,112,54,87,20.3,2012-06-09,SL43,5,1,1,1,SL
2401.80172,2012,F,BRN,108,109,52,84,19.3,2012-06-14,MC09,4,1,2,4,MC
2401.80301,2012,F,BLU,114,116,57,90,19.4,2012-06-14,MC03,6,1,4,4,MC
2401.80302,2012,F,BLU,113,116,56,91,19.3,2012-06-14,MC73,4,1,3,3,MC
2401.80303,2012,F,BLU,114,117,58,94,22.2,2012-06-14,MC30,6,1,4,5,MC
2401.80304,2012,M,BLU,115,118,55,89,20.7,2012-06-14,MC30,6,1,4,5,MC
2401.80305,2012,F,BLU,110,114,58,89,18.3,2012-06-21,MC35,5,1,2,4,MC
2401.80307,2012,F,BRN,112,115,53,91,18.9,2012-07-04,MC13,4,2,2,4,MC
2401.80308,2012,F,BRN,108,111,52,85,16.9,2012-07-04,MC01,5,1,0,2,MC
2401.88024,2012,F,INT,107,112,50,87,20.3,2012-06-03,SL64,4,1,3,4,SL
2410.78049,2011,F,INT,113,116,56,89,20.81,2011-06-12,PT12J,7,1,3,3,PT
2411.77211,2011,M,BLU,116,118,55,91,20.5,2011-06-15,SL53,6,1,4,4,SL
2411.77212,2011,M,BLU,110,115,55,94,18.5,2011-06-15,SL29,5,1,3,3,SL
2411.79113,2011,M,BLU,116,117,55,92,20.4,2011-06-10,MC04,5,1,4,5,MC
2511.65971,2012,M,BLU,120,122,53,92,19.9,2012-06-13,PT14F,5,1,4,4,PT
2511.6708,2012,M,BLU,119,121,55,91,21,2012-06-03,SL65,6,1,6,6,SL
2511.67204,2012,M,BLU,112,113,53,87,18.7,2012-06-07,SL55,7,1,6,6,SL
2511.67206,2012,F,BRN,107,109,56,85,20.4,2012-06-09,MC66,5,1,0,4,MC
2511.67209,2012,F,BRN,108,110,52,82,19.3,2012-06-15,SL31,6,1,5,5,SL
